Time, Global Time,Voltage
366411944,0/0/0_0:0:0.0,127
367431947,0/0/0_0:0:0.0,127
368451951,0/0/0_0:0:0.0,127
369471944,0/0/0_0:0:0.0,127
370491944,0/0/0_0:0:0.0,127
371511941,0/0/0_0:0:0.0,127
372531928,0/0/0_0:0:0.0,127
373551942,0/0/0_0:0:0.0,127
374571948,0/0/0_0:0:0.0,127
375591940,0/0/0_0:0:0.0,127
376611938,0/0/0_0:0:0.0,127
377631928,0/0/0_0:0:0.0,127
378651937,0/0/0_0:0:0.0,127
379671942,0/0/0_0:0:0.0,127
380691944,0/0/0_0:0:0.0,127
381711945,0/0/0_0:0:0.0,127
382731928,0/0/0_0:0:0.0,127
383751938,0/0/0_0:0:0.0,127
384771945,0/0/0_0:0:0.0,127
385791945,0/0/0_0:0:0.0,127
386811938,0/0/0_0:0:0.0,127
387831947,0/0/0_0:0:0.0,127
388851950,0/0/0_0:0:0.0,127
389871937,0/0/0_0:0:0.0,127
390891942,0/0/0_0:0:0.0,126
391911948,0/0/0_0:0:0.0,127
392931928,0/0/0_0:0:0.0,127
393951936,0/0/0_0:0:0.0,127
394971935,0/0/0_0:0:0.0,126
395991944,0/0/0_0:0:0.0,127
397011946,0/0/0_0:0:0.0,127
398031946,0/0/0_0:0:0.0,127
399051948,0/0/0_0:0:0.0,126
400071934,0/0/0_0:0:0.0,126
401091932,0/0/0_0:0:0.0,127
402111945,0/0/0_0:0:0.0,127
403131943,0/0/0_0:0:0.0,126
404151936,0/0/0_0:0:0.0,126
405171939,0/0/0_0:0:0.0,127
406191948,0/0/0_0:0:0.0,126
407211940,0/0/0_0:0:0.0,126
408231936,0/0/0_0:0:0.0,126
409251942,0/0/0_0:0:0.0,127
410271945,0/0/0_0:0:0.0,126
411291932,0/0/0_0:0:0.0,126
412491941,0/0/0_0:0:0.0,126
413511939,0/0/0_0:0:0.0,126
414531946,0/0/0_0:0:0.0,126
415551936,0/0/0_0:0:0.0,126
416571937,0/0/0_0:0:0.0,126
417601935,0/0/0_0:0:0.0,126
418621942,0/0/0_0:0:0.0,126
419641947,0/0/0_0:0:0.0,126
420671944,0/0/0_0:0:0.0,126
421691936,0/0/0_0:0:0.0,126
422711944,0/0/0_0:0:0.0,126
423731944,0/0/0_0:0:0.0,126
424751940,0/0/0_0:0:0.0,126
425771940,0/0/0_0:0:0.0,126
426791946,0/0/0_0:0:0.0,126
427811950,0/0/0_0:0:0.0,126
428831925,0/0/0_0:0:0.0,126
429851930,0/0/0_0:0:0.0,126
430881929,0/0/0_0:0:0.0,126
431901945,0/0/0_0:0:0.0,126
432921934,0/0/0_0:0:0.0,126
433941935,0/0/0_0:0:0.0,126
434961948,0/0/0_0:0:0.0,126
435981947,0/0/0_0:0:0.0,126
437001934,0/0/0_0:0:0.0,126
438021945,0/0/0_0:0:0.0,126
439041950,0/0/0_0:0:0.0,126
440061947,0/0/0_0:0:0.0,126
441091948,0/0/0_0:0:0.0,126
442111944,0/0/0_0:0:0.0,126
443131932,0/0/0_0:0:0.0,126
444151947,0/0/0_0:0:0.0,126
445171947,0/0/0_0:0:0.0,126
446191952,0/0/0_0:0:0.0,126
447211934,0/0/0_0:0:0.0,126
448231929,0/0/0_0:0:0.0,126
449252819,0/0/0_0:0:0.0,126
450321944,0/0/0_0:0:0.0,126
451361944,0/0/0_0:0:0.0,126
452421935,0/0/0_0:0:0.0,126
453441926,0/0/0_0:0:0.0,126
454461947,0/0/0_0:0:0.0,126
455481947,0/0/0_0:0:0.0,126
456501936,0/0/0_0:0:0.0,126
457521940,0/0/0_0:0:0.0,126
458551946,0/0/0_0:0:0.0,126
459571941,0/0/0_0:0:0.0,126
460591941,0/0/0_0:0:0.0,126
461611946,0/0/0_0:0:0.0,126
462631930,0/0/0_0:0:0.0,126
463651933,0/0/0_0:0:0.0,126
464671938,0/0/0_0:0:0.0,126
465691936,0/0/0_0:0:0.0,126
466711941,0/0/0_0:0:0.0,126
467731949,0/0/0_0:0:0.0,126
468821941,0/0/0_0:0:0.0,126
469841942,0/0/0_0:0:0.0,126
470861943,0/0/0_0:0:0.0,126
471881946,0/0/0_0:0:0.0,126
472901953,0/0/0_0:0:0.0,126
473921936,0/0/0_0:0:0.0,126
474941942,0/0/0_0:0:0.0,126
475957816,0/0/0_0:0:0.0,126
476981944,0/0/0_0:0:0.0,126
478001944,0/0/0_0:0:0.0,126
479021935,0/0/0_0:0:0.0,126
480041951,0/0/0_0:0:0.0,126
481061940,0/0/0_0:0:0.0,126
482081944,0/0/0_0:0:0.0,126
483101934,0/0/0_0:0:0.0,126
484117894,0/0/0_0:0:0.0,126
485141939,0/0/0_0:0:0.0,126
486161950,0/0/0_0:0:0.0,126
487181945,0/0/0_0:0:0.0,126
488201944,0/0/0_0:0:0.0,126
489221937,0/0/0_0:0:0.0,126
490251949,0/0/0_0:0:0.0,126
491271947,0/0/0_0:0:0.0,126
492291945,0/0/0_0:0:0.0,126
493311936,0/0/0_0:0:0.0,126
494331943,0/0/0_0:0:0.0,126
495351945,0/0/0_0:0:0.0,126
496371950,0/0/0_0:0:0.0,126
497661945,0/0/0_0:0:0.0,126
498681938,0/0/0_0:0:0.0,126
499701941,0/0/0_0:0:0.0,126
500721946,0/0/0_0:0:0.0,126
501741944,0/0/0_0:0:0.0,126
502761946,0/0/0_0:0:0.0,126
503791938,0/0/0_0:0:0.0,126
504811947,0/0/0_0:0:0.0,126
505831943,0/0/0_0:0:0.0,126
506851941,0/0/0_0:0:0.0,126
507871948,0/0/0_0:0:0.0,126
508891934,0/0/0_0:0:0.0,126
509921938,0/0/0_0:0:0.0,126
510941945,0/0/0_0:0:0.0,126
511961943,0/0/0_0:0:0.0,126
512991950,0/0/0_0:0:0.0,126
514011936,0/0/0_0:0:0.0,126
515031942,0/0/0_0:0:0.0,126
516051942,0/0/0_0:0:0.0,126
517071944,0/0/0_0:0:0.0,126
518091929,0/0/0_0:0:0.0,126
519111941,0/0/0_0:0:0.0,126
520131948,0/0/0_0:0:0.0,126
521151944,0/0/0_0:0:0.0,125
522171944,0/0/0_0:0:0.0,126
523191944,0/0/0_0:0:0.0,126
524211944,0/0/0_0:0:0.0,125
525231940,0/0/0_0:0:0.0,125
526261933,0/0/0_0:0:0.0,126
527281943,0/0/0_0:0:0.0,125
528301936,0/0/0_0:0:0.0,125
529331938,0/0/0_0:0:0.0,126
530351943,0/0/0_0:0:0.0,125
531371950,0/0/0_0:0:0.0,125
532401944,0/0/0_0:0:0.0,125
533421936,0/0/0_0:0:0.0,125
534441940,0/0/0_0:0:0.0,125
535471945,0/0/0_0:0:0.0,125
536491935,0/0/0_0:0:0.0,125
537511940,0/0/0_0:0:0.0,125
538541948,0/0/0_0:0:0.0,125
539561944,0/0/0_0:0:0.0,125
540581946,0/0/0_0:0:0.0,125
541611944,0/0/0_0:0:0.0,125
542631936,0/0/0_0:0:0.0,125
543651941,0/0/0_0:0:0.0,125
544681936,0/0/0_0:0:0.0,125
545701937,0/0/0_0:0:0.0,125
546721945,0/0/0_0:0:0.0,125
547741945,0/0/0_0:0:0.0,125
548761938,0/0/0_0:0:0.0,125
549781943,0/0/0_0:0:0.0,125
550801945,0/0/0_0:0:0.0,125
551821934,0/0/0_0:0:0.0,125
552841947,0/0/0_0:0:0.0,125
553861936,0/0/0_0:0:0.0,125
554881945,0/0/0_0:0:0.0,125
555901937,0/0/0_0:0:0.0,125
556921939,0/0/0_0:0:0.0,125
557941946,0/0/0_0:0:0.0,125
558961941,0/0/0_0:0:0.0,125
559981936,0/0/0_0:0:0.0,125
561011943,0/0/0_0:0:0.0,125
562031945,0/0/0_0:0:0.0,125
563051935,0/0/0_0:0:0.0,125
564071939,0/0/0_0:0:0.0,125
565091944,0/0/0_0:0:0.0,125
566111934,0/0/0_0:0:0.0,125
567141936,0/0/0_0:0:0.0,125
568161945,0/0/0_0:0:0.0,125
569181937,0/0/0_0:0:0.0,125
570211947,0/0/0_0:0:0.0,125
571231937,0/0/0_0:0:0.0,125
572261936,0/0/0_0:0:0.0,125
573281941,0/0/0_0:0:0.0,125
574301934,0/0/0_0:0:0.0,125
575321944,0/0/0_0:0:0.0,125
576341936,0/0/0_0:0:0.0,125
577361948,0/0/0_0:0:0.0,125
578381940,0/0/0_0:0:0.0,125
579401931,0/0/0_0:0:0.0,125
580431941,0/0/0_0:0:0.0,125
581447927,0/0/0_0:0:0.0,125
582501940,0/0/0_0:0:0.0,125
583521941,0/0/0_0:0:0.0,125
584541941,0/0/0_0:0:0.0,125
585561941,0/0/0_0:0:0.0,125
586581939,0/0/0_0:0:0.0,125
587611941,0/0/0_0:0:0.0,125
588631931,0/0/0_0:0:0.0,125
589651941,0/0/0_0:0:0.0,125
590681936,0/0/0_0:0:0.0,125
591701943,0/0/0_0:0:0.0,125
592721942,0/0/0_0:0:0.0,125
593741936,0/0/0_0:0:0.0,125
594761943,0/0/0_0:0:0.0,125
595781941,0/0/0_0:0:0.0,125
596801943,0/0/0_0:0:0.0,125
597831941,0/0/0_0:0:0.0,125
598851936,0/0/0_0:0:0.0,125
599871941,0/0/0_0:0:0.0,125
600901937,0/0/0_0:0:0.0,125
601921935,0/0/0_0:0:0.0,125
602941941,0/0/0_0:0:0.0,125
603961944,0/0/0_0:0:0.0,125
604981936,0/0/0_0:0:0.0,125
606001943,0/0/0_0:0:0.0,125
607021936,0/0/0_0:0:0.0,125
608051954,0/0/0_0:0:0.0,125
609071937,0/0/0_0:0:0.0,125
610261930,0/0/0_0:0:0.0,125
611671941,0/0/0_0:0:0.0,125
612691936,0/0/0_0:0:0.0,125
613721943,0/0/0_0:0:0.0,125
614741941,0/0/0_0:0:0.0,125
615761936,0/0/0_0:0:0.0,125
616791941,0/0/0_0:0:0.0,125
617811936,0/0/0_0:0:0.0,125
618831943,0/0/0_0:0:0.0,125
619861939,0/0/0_0:0:0.0,125
620879513,0/0/0_0:0:0.0,125
621901948,0/0/0_0:0:0.0,125
622921941,0/0/0_0:0:0.0,125
623941944,0/0/0_0:0:0.0,124
624961941,0/0/0_0:0:0.0,125
625981934,0/0/0_0:0:0.0,125
627011941,0/0/0_0:0:0.0,124
628031936,0/0/0_0:0:0.0,124
629051938,0/0/0_0:0:0.0,125
630081941,0/0/0_0:0:0.0,124
631101943,0/0/0_0:0:0.0,124
632131940,0/0/0_0:0:0.0,124
633151936,0/0/0_0:0:0.0,124
634171946,0/0/0_0:0:0.0,124
635191933,0/0/0_0:0:0.0,124
636211939,0/0/0_0:0:0.0,124
637241938,0/0/0_0:0:0.0,124
638261939,0/0/0_0:0:0.0,124
639281941,0/0/0_0:0:0.0,124
640311936,0/0/0_0:0:0.0,124
641331943,0/0/0_0:0:0.0,124
642351937,0/0/0_0:0:0.0,124
643381943,0/0/0_0:0:0.0,124
644401938,0/0/0_0:0:0.0,124
645421941,0/0/0_0:0:0.0,124
646451929,0/0/0_0:0:0.0,124
647471947,0/0/0_0:0:0.0,124
648491934,0/0/0_0:0:0.0,124
649521944,0/0/0_0:0:0.0,124
650541941,0/0/0_0:0:0.0,124
651561934,0/0/0_0:0:0.0,124
652581943,0/0/0_0:0:0.0,124
653601936,0/0/0_0:0:0.0,124
654621941,0/0/0_0:0:0.0,124
655651931,0/0/0_0:0:0.0,124
656671940,0/0/0_0:0:0.0,124
657691937,0/0/0_0:0:0.0,124
658711936,0/0/0_0:0:0.0,124
659731943,0/0/0_0:0:0.0,124
660751929,0/0/0_0:0:0.0,124
661781944,0/0/0_0:0:0.0,124
662801925,0/0/0_0:0:0.0,124
663831933,0/0/0_0:0:0.0,124
664851945,0/0/0_0:0:0.0,124
665871931,0/0/0_0:0:0.0,124
666891941,0/0/0_0:0:0.0,124
667921927,0/0/0_0:0:0.0,124
668941941,0/0/0_0:0:0.0,124
669961940,0/0/0_0:0:0.0,124
670981925,0/0/0_0:0:0.0,124
672001944,0/0/0_0:0:0.0,124
673021927,0/0/0_0:0:0.0,124
674051927,0/0/0_0:0:0.0,124
675071943,0/0/0_0:0:0.0,124
676101941,0/0/0_0:0:0.0,124
677121946,0/0/0_0:0:0.0,124
678141941,0/0/0_0:0:0.0,124
679161925,0/0/0_0:0:0.0,124
680181945,0/0/0_0:0:0.0,124
681201941,0/0/0_0:0:0.0,124
682221946,0/0/0_0:0:0.0,124
683241944,0/0/0_0:0:0.0,124
684261928,0/0/0_0:0:0.0,124
685281943,0/0/0_0:0:0.0,124
686301928,0/0/0_0:0:0.0,124
687331932,0/0/0_0:0:0.0,124
688351944,0/0/0_0:0:0.0,124
689371941,0/0/0_0:0:0.0,124
690401943,0/0/0_0:0:0.0,124
691421929,0/0/0_0:0:0.0,124
692441928,0/0/0_0:0:0.0,124
693471924,0/0/0_0:0:0.0,124
694491930,0/0/0_0:0:0.0,124
695521939,0/0/0_0:0:0.0,124
696541939,0/0/0_0:0:0.0,124
697561946,0/0/0_0:0:0.0,124
698581944,0/0/0_0:0:0.0,124
699611941,0/0/0_0:0:0.0,124
700641944,0/0/0_0:0:0.0,124
701661944,0/0/0_0:0:0.0,124
702681932,0/0/0_0:0:0.0,124
703711936,0/0/0_0:0:0.0,124
704731925,0/0/0_0:0:0.0,124
705751943,0/0/0_0:0:0.0,124
706771941,0/0/0_0:0:0.0,124
707791928,0/0/0_0:0:0.0,124
708811939,0/0/0_0:0:0.0,124
709831946,0/0/0_0:0:0.0,123
710861939,0/0/0_0:0:0.0,124
711891929,0/0/0_0:0:0.0,123
712911941,0/0/0_0:0:0.0,123
713941941,0/0/0_0:0:0.0,123
714961944,0/0/0_0:0:0.0,123
715991941,0/0/0_0:0:0.0,123
717011941,0/0/0_0:0:0.0,123
718031944,0/0/0_0:0:0.0,123
719051928,0/0/0_0:0:0.0,123
720071946,0/0/0_0:0:0.0,123
721101943,0/0/0_0:0:0.0,123
722121941,0/0/0_0:0:0.0,123
723181925,0/0/0_0:0:0.0,123
724201941,0/0/0_0:0:0.0,123
725221943,0/0/0_0:0:0.0,123
726251944,0/0/0_0:0:0.0,123
727281941,0/0/0_0:0:0.0,123
728301942,0/0/0_0:0:0.0,123
729331928,0/0/0_0:0:0.0,123
730361931,0/0/0_0:0:0.0,123
731391943,0/0/0_0:0:0.0,123
732421941,0/0/0_0:0:0.0,123
733441927,0/0/0_0:0:0.0,123
734461941,0/0/0_0:0:0.0,123
735551944,0/0/0_0:0:0.0,123
736601941,0/0/0_0:0:0.0,123
737641932,0/0/0_0:0:0.0,123
738681943,0/0/0_0:0:0.0,123
739711941,0/0/0_0:0:0.0,123
740731925,0/0/0_0:0:0.0,123
741761943,0/0/0_0:0:0.0,123
742781941,0/0/0_0:0:0.0,123
743811941,0/0/0_0:0:0.0,123
744841925,0/0/0_0:0:0.0,123
745871927,0/0/0_0:0:0.0,123
746891942,0/0/0_0:0:0.0,123
747921946,0/0/0_0:0:0.0,123
748941925,0/0/0_0:0:0.0,123
749961939,0/0/0_0:0:0.0,123
750991941,0/0/0_0:0:0.0,123
752501941,0/0/0_0:0:0.0,123
753521940,0/0/0_0:0:0.0,123
754551945,0/0/0_0:0:0.0,123
755581941,0/0/0_0:0:0.0,123
756601927,0/0/0_0:0:0.0,123
757631930,0/0/0_0:0:0.0,123
758661925,0/0/0_0:0:0.0,123
759691943,0/0/0_0:0:0.0,123
760721946,0/0/0_0:0:0.0,123
761751942,0/0/0_0:0:0.0,123
762771926,0/0/0_0:0:0.0,123
763801943,0/0/0_0:0:0.0,123
764827245,0/0/0_0:0:0.0,123
765851941,0/0/0_0:0:0.0,123
766871925,0/0/0_0:0:0.0,123
767901943,0/0/0_0:0:0.0,123
768931941,0/0/0_0:0:0.0,123
769961944,0/0/0_0:0:0.0,123
770991941,0/0/0_0:0:0.0,123
772021925,0/0/0_0:0:0.0,123
773051925,0/0/0_0:0:0.0,123
774081927,0/0/0_0:0:0.0,123
775111943,0/0/0_0:0:0.0,123
776141943,0/0/0_0:0:0.0,123
777171944,0/0/0_0:0:0.0,123
778201941,0/0/0_0:0:0.0,123
779231944,0/0/0_0:0:0.0,123
780261943,0/0/0_0:0:0.0,122
781281929,0/0/0_0:0:0.0,123
782311925,0/0/0_0:0:0.0,123
783341941,0/0/0_0:0:0.0,123
784371941,0/0/0_0:0:0.0,123
785401941,0/0/0_0:0:0.0,123
786431941,0/0/0_0:0:0.0,123
787461943,0/0/0_0:0:0.0,122
788491925,0/0/0_0:0:0.0,122
789521928,0/0/0_0:0:0.0,122
790551930,0/0/0_0:0:0.0,123
791581945,0/0/0_0:0:0.0,122
792611946,0/0/0_0:0:0.0,122
793641943,0/0/0_0:0:0.0,122
794671941,0/0/0_0:0:0.0,122
795701941,0/0/0_0:0:0.0,122
796721942,0/0/0_0:0:0.0,122
797741925,0/0/0_0:0:0.0,122
798771944,0/0/0_0:0:0.0,122
799801943,0/0/0_0:0:0.0,122
800831946,0/0/0_0:0:0.0,122
801857999,0/0/0_0:0:0.0,122
802881929,0/0/0_0:0:0.0,122
803911925,0/0/0_0:0:0.0,122
804941927,0/0/0_0:0:0.0,122
805971943,0/0/0_0:0:0.0,122
807001941,0/0/0_0:0:0.0,122
808031925,0/0/0_0:0:0.0,122
809061941,0/0/0_0:0:0.0,122
810081946,0/0/0_0:0:0.0,122
811101928,0/0/0_0:0:0.0,122
812131943,0/0/0_0:0:0.0,122
813161944,0/0/0_0:0:0.0,122
814191941,0/0/0_0:0:0.0,122
815221944,0/0/0_0:0:0.0,122
816251941,0/0/0_0:0:0.0,122
817281927,0/0/0_0:0:0.0,122
818311938,0/0/0_0:0:0.0,122
819341941,0/0/0_0:0:0.0,122
820371944,0/0/0_0:0:0.0,122
821391927,0/0/0_0:0:0.0,122
822421942,0/0/0_0:0:0.0,122
823451944,0/0/0_0:0:0.0,122
824481943,0/0/0_0:0:0.0,122
825511943,0/0/0_0:0:0.0,122
826541941,0/0/0_0:0:0.0,122
827571927,0/0/0_0:0:0.0,122
828601943,0/0/0_0:0:0.0,122
829631941,0/0/0_0:0:0.0,122
830661944,0/0/0_0:0:0.0,122
831691941,0/0/0_0:0:0.0,122
832721942,0/0/0_0:0:0.0,122
833741939,0/0/0_0:0:0.0,122
834761930,0/0/0_0:0:0.0,122
835791929,0/0/0_0:0:0.0,122
836821928,0/0/0_0:0:0.0,122
837851941,0/0/0_0:0:0.0,122
838881946,0/0/0_0:0:0.0,122
839911939,0/0/0_0:0:0.0,122
840941941,0/0/0_0:0:0.0,122
841971941,0/0/0_0:0:0.0,122
842991941,0/0/0_0:0:0.0,122
844021949,0/0/0_0:0:0.0,122
845051939,0/0/0_0:0:0.0,122
846071927,0/0/0_0:0:0.0,122
847101929,0/0/0_0:0:0.0,122
848131943,0/0/0_0:0:0.0,122
849161944,0/0/0_0:0:0.0,122
850191941,0/0/0_0:0:0.0,122
851211927,0/0/0_0:0:0.0,122
852241944,0/0/0_0:0:0.0,122
853271943,0/0/0_0:0:0.0,121
854301940,0/0/0_0:0:0.0,122
855331934,0/0/0_0:0:0.0,121
856361932,0/0/0_0:0:0.0,122
857391934,0/0/0_0:0:0.0,121
858421932,0/0/0_0:0:0.0,121
859451939,0/0/0_0:0:0.0,121
860481944,0/0/0_0:0:0.0,121
861511943,0/0/0_0:0:0.0,121
862541934,0/0/0_0:0:0.0,121
863571936,0/0/0_0:0:0.0,121
864601936,0/0/0_0:0:0.0,121
865931934,0/0/0_0:0:0.0,121
866961941,0/0/0_0:0:0.0,121
867991946,0/0/0_0:0:0.0,121
869021941,0/0/0_0:0:0.0,121
870051946,0/0/0_0:0:0.0,121
871071942,0/0/0_0:0:0.0,121
872101946,0/0/0_0:0:0.0,121
873121946,0/0/0_0:0:0.0,121
874141942,0/0/0_0:0:0.0,121
875171936,0/0/0_0:0:0.0,121
876201946,0/0/0_0:0:0.0,121
877231944,0/0/0_0:0:0.0,121
878261946,0/0/0_0:0:0.0,121
879291941,0/0/0_0:0:0.0,121
880317691,0/0/0_0:0:0.0,121
881341940,0/0/0_0:0:0.0,121
882361941,0/0/0_0:0:0.0,121
883391936,0/0/0_0:0:0.0,121
884421936,0/0/0_0:0:0.0,121
885451936,0/0/0_0:0:0.0,121
886481934,0/0/0_0:0:0.0,121
887511944,0/0/0_0:0:0.0,121
888541944,0/0/0_0:0:0.0,121
889571940,0/0/0_0:0:0.0,121
890591934,0/0/0_0:0:0.0,121
891621936,0/0/0_0:0:0.0,121
892651941,0/0/0_0:0:0.0,121
893681946,0/0/0_0:0:0.0,121
894711946,0/0/0_0:0:0.0,121
895741939,0/0/0_0:0:0.0,121
896771934,0/0/0_0:0:0.0,121
897801934,0/0/0_0:0:0.0,121
898831937,0/0/0_0:0:0.0,121
899861943,0/0/0_0:0:0.0,121
900891936,0/0/0_0:0:0.0,121
901921926,0/0/0_0:0:0.0,121
902951940,0/0/0_0:0:0.0,121
903981934,0/0/0_0:0:0.0,121
905011943,0/0/0_0:0:0.0,121
906031944,0/0/0_0:0:0.0,121
907061935,0/0/0_0:0:0.0,121
908091930,0/0/0_0:0:0.0,121
909121935,0/0/0_0:0:0.0,121
910151932,0/0/0_0:0:0.0,121
911181936,0/0/0_0:0:0.0,121
912211946,0/0/0_0:0:0.0,120
913241946,0/0/0_0:0:0.0,121
914271944,0/0/0_0:0:0.0,120
915291936,0/0/0_0:0:0.0,120
